═══════════════════════════════════════════════════════════════════════════════
PRIX STANDARDS CATALOGUE — FORMAT TABULAIRE STRICT
═══════════════════════════════════════════════════════════════════════════════

Chaque ligne DÉCRIT UN PRODUIT UNIQUE via 6 CRITÈRES puis SON PRIX.

COLONNES (dans l'ordre) :
  1. typologie   : filet | voile coco | accessoire | echantillon
  2. forme       : rectangle | carré | triangle | corde | cable | rislan | mât télescopique | base ancrage | kit de fixation | corde à cliquets | borne solaire
  3. matiere     : polyester | câble acier | coco | acier | n/a
  4. couleur     : sable | blanc | vert | militaire | noir | gris | bleu | naturel | n/a
  5. taille      : dimensions (ex : 3x4, 5x5x5, 7,5m, 1 pièce)
  6. SKU         : identifiant unique 13 chiffres
  7. TTC         : prix TTC en euros
  8-19. HT XX%   : prix HT selon taux TVA du pays de livraison (0 %, 17 %, ..., 27 %)

⚠️ RÈGLE ABSOLUE DE MATCHING (4 CRITÈRES STRICTS) :
Pour qu'un produit soit qualifié STANDARD, les 4 critères ci-dessous doivent
correspondre PARFAITEMENT à UNE ligne :
  (a) TYPOLOGIE du produit
  (b) FORME (rectangle/carré/triangle ne sont PAS interchangeables — un
      client qui demande un « carré 3x3 » n'accepte pas un « rectangle 3x3 »
      même si la surface est identique, ce sont des SKU différents)
  (c) MATIÈRE (polyester ≠ câble acier ≠ coco ; NE JAMAIS matcher sur une
      ligne polyester quand le client demande câble acier — cas cnv_1lrhc3br)
  (d) COULEUR (sable ≠ blanc ≠ vert etc.)
  (e) TAILLE (exacte ou inversée si rectangle : 3x4 = 4x3, mais 3x4 ≠ 3x5)

Si UN SEUL des critères ne matche pas → SUR-MESURE (via prix-ht-sur-mesure.txt)
ou refus si combinaison impossible (ex : triangle câble acier = SUR-MESURE
uniquement, aucun standard triangle acier n'existe).

⚠️ LECTURE DU PRIX HT selon pays de livraison client :
  France FR 20 %       → colonne HT 20%
  Allemagne DE 19 %    → colonne HT 19%
  Pays-Bas NL 21 %     → colonne HT 21%
  Belgique BE 21 %     → colonne HT 21%
  Espagne ES 21 %      → colonne HT 21%
  Portugal PT 23 %     → colonne HT 23%
  Italie IT 22 %       → colonne HT 22%
  Luxembourg LU 17 %   → colonne HT 17%
  Autriche AT 20 %     → colonne HT 20%
  Royaume-Uni GB 20 %  → colonne HT 20%
  Hors UE / export     → colonne HT 0% (TTC)
  B2B intra UE avec TVA valide hors pays boutique → colonne HT 0%

═══════════════════════════════════════════════════════════════════════════════


typologie   | forme              | matiere      | couleur      | taille     | SKU            |     TTC |   HT 0% |  HT 17% |  HT 18% |  HT 19% |  HT 20% |  HT 21% |  HT 22% |  HT 23% |  HT 24% |  HT 25% | HT 25,5% |  HT 27%
accessoire  | corde              | polyester    | vert         | 7,5m       | 3760388670062  |    6.90 |    6.90 |    5.90 |    5.85 |    5.80 |    5.75 |    5.70 |    5.66 |    5.61 |    5.56 |    5.52 |     5.50 |    5.43

echantillon | carré              | polyester    | blanc        | 1x1        | 3760388670178  |    9.90 |    9.90 |    8.46 |    8.39 |    8.32 |    8.25 |    8.18 |    8.11 |    8.05 |    7.98 |    7.92 |     7.89 |    7.80
echantillon | carré              | polyester    | bleu         | 1x1        | 3760388677894  |    9.90 |    9.90 |    8.46 |    8.39 |    8.32 |    8.25 |    8.18 |    8.11 |    8.05 |    7.98 |    7.92 |     7.89 |    7.80
echantillon | carré              | polyester    | gris         | 1x1        | 3760388677900  |    9.90 |    9.90 |    8.46 |    8.39 |    8.32 |    8.25 |    8.18 |    8.11 |    8.05 |    7.98 |    7.92 |     7.89 |    7.80
echantillon | carré              | polyester    | militaire    | 1x1        | 3760388670147  |    9.90 |    9.90 |    8.46 |    8.39 |    8.32 |    8.25 |    8.18 |    8.11 |    8.05 |    7.98 |    7.92 |     7.89 |    7.80
echantillon | carré              | polyester    | noir         | 1x1        | 3760388670161  |    9.90 |    9.90 |    8.46 |    8.39 |    8.32 |    8.25 |    8.18 |    8.11 |    8.05 |    7.98 |    7.92 |     7.89 |    7.80
echantillon | carré              | polyester    | sable        | 1x1        | 3760388670185  |    9.90 |    9.90 |    8.46 |    8.39 |    8.32 |    8.25 |    8.18 |    8.11 |    8.05 |    7.98 |    7.92 |     7.89 |    7.80
echantillon | carré              | polyester    | vert         | 1x1        | 3760388670154  |    9.90 |    9.90 |    8.46 |    8.39 |    8.32 |    8.25 |    8.18 |    8.11 |    8.05 |    7.98 |    7.92 |     7.89 |    7.80

filet       | carré              | câble acier  | blanc        | 4x4        | 3760388679133  |  198.90 |  198.90 |  170.00 |  168.56 |  167.14 |  165.75 |  164.38 |  163.03 |  161.71 |  160.40 |  159.12 |   158.49 |  156.61
filet       | carré              | câble acier  | sable        | 4x4        | 3760388679096  |  198.90 |  198.90 |  170.00 |  168.56 |  167.14 |  165.75 |  164.38 |  163.03 |  161.71 |  160.40 |  159.12 |   158.49 |  156.61

filet       | rectangle          | câble acier  | blanc        | 3x4        | 3760388670123  |  152.90 |  152.90 |  130.68 |  129.58 |  128.49 |  127.42 |  126.36 |  125.33 |  124.31 |  123.31 |  122.32 |   121.83 |  120.39
filet       | rectangle          | câble acier  | blanc        | 3x5        | 3760388679157  |  189.90 |  189.90 |  162.31 |  160.93 |  159.58 |  158.25 |  156.94 |  155.66 |  154.39 |  153.15 |  151.92 |   151.31 |  149.53
filet       | rectangle          | câble acier  | blanc        | 3x6        | 3760388679140  |  229.90 |  229.90 |  196.50 |  194.83 |  193.19 |  191.58 |  190.00 |  188.44 |  186.91 |  185.40 |  183.92 |   183.19 |  181.02
filet       | rectangle          | câble acier  | blanc        | 4x5        | 3760388678440  |  249.90 |  249.90 |  213.59 |  211.78 |  210.00 |  208.25 |  206.53 |  204.84 |  203.17 |  201.53 |  199.92 |   199.12 |  196.77
filet       | rectangle          | câble acier  | blanc        | 4x6        | 3760388679126  |  299.90 |  299.90 |  256.32 |  254.15 |  252.02 |  249.92 |  247.85 |  245.82 |  243.82 |  241.85 |  239.92 |   238.96 |  236.14
filet       | rectangle          | câble acier  | bleu         | 3x4        | 3760388679300  |  152.90 |  152.90 |  130.68 |  129.58 |  128.49 |  127.42 |  126.36 |  125.33 |  124.31 |  123.31 |  122.32 |   121.83 |  120.39
filet       | rectangle          | câble acier  | bleu         | 4x5        | 3760388679294  |  249.90 |  249.90 |  213.59 |  211.78 |  210.00 |  208.25 |  206.53 |  204.84 |  203.17 |  201.53 |  199.92 |   199.12 |  196.77
filet       | rectangle          | câble acier  | gris         | 3x4        | 3760388679362  |  152.90 |  152.90 |  130.68 |  129.58 |  128.49 |  127.42 |  126.36 |  125.33 |  124.31 |  123.31 |  122.32 |   121.83 |  120.39
filet       | rectangle          | câble acier  | gris         | 4x5        | 3760388679355  |  249.90 |  249.90 |  213.59 |  211.78 |  210.00 |  208.25 |  206.53 |  204.84 |  203.17 |  201.53 |  199.92 |   199.12 |  196.77
filet       | rectangle          | câble acier  | militaire    | 3x4        | 3760388670109  |  152.90 |  152.90 |  130.68 |  129.58 |  128.49 |  127.42 |  126.36 |  125.33 |  124.31 |  123.31 |  122.32 |   121.83 |  120.39
filet       | rectangle          | câble acier  | militaire    | 4x5        | 3760388679324  |  249.90 |  249.90 |  213.59 |  211.78 |  210.00 |  208.25 |  206.53 |  204.84 |  203.17 |  201.53 |  199.92 |   199.12 |  196.77
filet       | rectangle          | câble acier  | noir         | 3x4        | 3760388670116  |  152.90 |  152.90 |  130.68 |  129.58 |  128.49 |  127.42 |  126.36 |  125.33 |  124.31 |  123.31 |  122.32 |   121.83 |  120.39
filet       | rectangle          | câble acier  | noir         | 4x5        | 3760388679317  |  249.90 |  249.90 |  213.59 |  211.78 |  210.00 |  208.25 |  206.53 |  204.84 |  203.17 |  201.53 |  199.92 |   199.12 |  196.77
filet       | rectangle          | câble acier  | sable        | 3x4        | 3760388670130  |  152.90 |  152.90 |  130.68 |  129.58 |  128.49 |  127.42 |  126.36 |  125.33 |  124.31 |  123.31 |  122.32 |   121.83 |  120.39
filet       | rectangle          | câble acier  | sable        | 3x5        | 3760388679119  |  189.90 |  189.90 |  162.31 |  160.93 |  159.58 |  158.25 |  156.94 |  155.66 |  154.39 |  153.15 |  151.92 |   151.31 |  149.53
filet       | rectangle          | câble acier  | sable        | 3x6        | 3760388679102  |  229.90 |  229.90 |  196.50 |  194.83 |  193.19 |  191.58 |  190.00 |  188.44 |  186.91 |  185.40 |  183.92 |   183.19 |  181.02
filet       | rectangle          | câble acier  | sable        | 4x5        | 3760388678433  |  249.90 |  249.90 |  213.59 |  211.78 |  210.00 |  208.25 |  206.53 |  204.84 |  203.17 |  201.53 |  199.92 |   199.12 |  196.77
filet       | rectangle          | câble acier  | sable        | 4x6        | 3760388679195  |  299.90 |  299.90 |  256.32 |  254.15 |  252.02 |  249.92 |  247.85 |  245.82 |  243.82 |  241.85 |  239.92 |   238.96 |  236.14
filet       | rectangle          | câble acier  | vert         | 3x4        | 3760388679348  |  152.90 |  152.90 |  130.68 |  129.58 |  128.49 |  127.42 |  126.36 |  125.33 |  124.31 |  123.31 |  122.32 |   121.83 |  120.39
filet       | rectangle          | câble acier  | vert         | 4x5        | 3760388679331  |  249.90 |  249.90 |  213.59 |  211.78 |  210.00 |  208.25 |  206.53 |  204.84 |  203.17 |  201.53 |  199.92 |   199.12 |  196.77

filet       | carré              | polyester    | blanc        | 10x10      | 3770030527743  |  999.99 |  999.99 |  854.69 |  847.45 |  840.33 |  833.33 |  826.44 |  819.66 |  813.00 |  806.44 |  799.99 |   796.80 |  787.39
filet       | carré              | polyester    | blanc        | 2x2        | 3770030527293  |   49.99 |   49.99 |   42.73 |   42.36 |   42.01 |   41.66 |   41.31 |   40.98 |   40.64 |   40.31 |   39.99 |    39.83 |   39.36
filet       | carré              | polyester    | blanc        | 3x3        | 3770030527354  |   89.99 |   89.99 |   76.91 |   76.26 |   75.62 |   74.99 |   74.37 |   73.76 |   73.16 |   72.57 |   71.99 |    71.71 |   70.86
filet       | carré              | polyester    | blanc        | 4x4        | 3770030527415  |  159.99 |  159.99 |  136.74 |  135.58 |  134.45 |  133.33 |  132.22 |  131.14 |  130.07 |  129.02 |  127.99 |   127.48 |  125.98
filet       | carré              | polyester    | blanc        | 5x5        | 3770030527477  |  249.99 |  249.99 |  213.67 |  211.86 |  210.08 |  208.33 |  206.60 |  204.91 |  203.24 |  201.60 |  199.99 |   199.20 |  196.84
filet       | carré              | polyester    | blanc        | 6x6        | 3770030527774  |  359.99 |  359.99 |  307.68 |  305.08 |  302.51 |  299.99 |  297.51 |  295.07 |  292.67 |  290.31 |  287.99 |   286.84 |  283.46
filet       | carré              | polyester    | blanc        | 7x7        | 3760388677771  |  489.99 |  489.99 |  418.79 |  415.25 |  411.76 |  408.33 |  404.95 |  401.63 |  398.37 |  395.15 |  391.99 |   390.43 |  385.82
filet       | carré              | polyester    | blanc        | 8x8        | 3760388677733  |  639.99 |  639.99 |  547.00 |  542.36 |  537.81 |  533.33 |  528.92 |  524.58 |  520.32 |  516.12 |  511.99 |   509.95 |  503.93
filet       | carré              | polyester    | blanc        | 9x9        | 3760388677702  |  809.99 |  809.99 |  692.30 |  686.43 |  680.66 |  674.99 |  669.41 |  663.93 |  658.53 |  653.22 |  647.99 |   645.41 |  637.79
filet       | carré              | polyester    | bleu         | 10x10      | 3760388677689  |  999.99 |  999.99 |  854.69 |  847.45 |  840.33 |  833.33 |  826.44 |  819.66 |  813.00 |  806.44 |  799.99 |   796.80 |  787.39
filet       | carré              | polyester    | bleu         | 2x2        | 3760388677665  |   49.99 |   49.99 |   42.73 |   42.36 |   42.01 |   41.66 |   41.31 |   40.98 |   40.64 |   40.31 |   39.99 |    39.83 |   39.36
filet       | carré              | polyester    | bleu         | 3x3        | 3760388677566  |   89.99 |   89.99 |   76.91 |   76.26 |   75.62 |   74.99 |   74.37 |   73.76 |   73.16 |   72.57 |   71.99 |    71.71 |   70.86
filet       | carré              | polyester    | bleu         | 4x4        | 3760388677474  |  159.99 |  159.99 |  136.74 |  135.58 |  134.45 |  133.33 |  132.22 |  131.14 |  130.07 |  129.02 |  127.99 |   127.48 |  125.98
filet       | carré              | polyester    | bleu         | 5x5        | 3760388677405  |  249.99 |  249.99 |  213.67 |  211.86 |  210.08 |  208.33 |  206.60 |  204.91 |  203.24 |  201.60 |  199.99 |   199.20 |  196.84
filet       | carré              | polyester    | bleu         | 6x6        | 3760388677344  |  359.99 |  359.99 |  307.68 |  305.08 |  302.51 |  299.99 |  297.51 |  295.07 |  292.67 |  290.31 |  287.99 |   286.84 |  283.46
filet       | carré              | polyester    | bleu         | 7x7        | 3760388678662  |  489.99 |  489.99 |  418.79 |  415.25 |  411.76 |  408.33 |  404.95 |  401.63 |  398.37 |  395.15 |  391.99 |   390.43 |  385.82
filet       | carré              | polyester    | bleu         | 8x8        | 3760388678624  |  639.99 |  639.99 |  547.00 |  542.36 |  537.81 |  533.33 |  528.92 |  524.58 |  520.32 |  516.12 |  511.99 |   509.95 |  503.93
filet       | carré              | polyester    | bleu         | 9x9        | 3760388678594  |  809.99 |  809.99 |  692.30 |  686.43 |  680.66 |  674.99 |  669.41 |  663.93 |  658.53 |  653.22 |  647.99 |   645.41 |  637.79
filet       | carré              | polyester    | gris         | 10x10      | 3760388677337  |  999.99 |  999.99 |  854.69 |  847.45 |  840.33 |  833.33 |  826.44 |  819.66 |  813.00 |  806.44 |  799.99 |   796.80 |  787.39
filet       | carré              | polyester    | gris         | 2x2        | 3760388677313  |   49.99 |   49.99 |   42.73 |   42.36 |   42.01 |   41.66 |   41.31 |   40.98 |   40.64 |   40.31 |   39.99 |    39.83 |   39.36
filet       | carré              | polyester    | gris         | 3x3        | 3760388677214  |   89.99 |   89.99 |   76.91 |   76.26 |   75.62 |   74.99 |   74.37 |   73.76 |   73.16 |   72.57 |   71.99 |    71.71 |   70.86
filet       | carré              | polyester    | gris         | 4x4        | 3760388677122  |  159.99 |  159.99 |  136.74 |  135.58 |  134.45 |  133.33 |  132.22 |  131.14 |  130.07 |  129.02 |  127.99 |   127.48 |  125.98
filet       | carré              | polyester    | gris         | 5x5        | 3760388677054  |  249.99 |  249.99 |  213.67 |  211.86 |  210.08 |  208.33 |  206.60 |  204.91 |  203.24 |  201.60 |  199.99 |   199.20 |  196.84
filet       | carré              | polyester    | gris         | 6x6        | 3760388676996  |  359.99 |  359.99 |  307.68 |  305.08 |  302.51 |  299.99 |  297.51 |  295.07 |  292.67 |  290.31 |  287.99 |   286.84 |  283.46
filet       | carré              | polyester    | gris         | 7x7        | 3760388678808  |  489.99 |  489.99 |  418.79 |  415.25 |  411.76 |  408.33 |  404.95 |  401.63 |  398.37 |  395.15 |  391.99 |   390.43 |  385.82
filet       | carré              | polyester    | gris         | 8x8        | 3760388678761  |  639.99 |  639.99 |  547.00 |  542.36 |  537.81 |  533.33 |  528.92 |  524.58 |  520.32 |  516.12 |  511.99 |   509.95 |  503.93
filet       | carré              | polyester    | gris         | 9x9        | 3760388678730  |  809.99 |  809.99 |  692.30 |  686.43 |  680.66 |  674.99 |  669.41 |  663.93 |  658.53 |  653.22 |  647.99 |   645.41 |  637.79
filet       | carré              | polyester    | militaire    | 10x10      | 3760388670888  |  999.99 |  999.99 |  854.69 |  847.45 |  840.33 |  833.33 |  826.44 |  819.66 |  813.00 |  806.44 |  799.99 |   796.80 |  787.39
filet       | carré              | polyester    | militaire    | 2x2        | 3760388670840  |   49.99 |   49.99 |   42.73 |   42.36 |   42.01 |   41.66 |   41.31 |   40.98 |   40.64 |   40.31 |   39.99 |    39.83 |   39.36
filet       | carré              | polyester    | militaire    | 3x3        | 3760388670659  |   89.99 |   89.99 |   76.91 |   76.26 |   75.62 |   74.99 |   74.37 |   73.76 |   73.16 |   72.57 |   71.99 |    71.71 |   70.86
filet       | carré              | polyester    | militaire    | 4x4        | 3760388670468  |  159.99 |  159.99 |  136.74 |  135.58 |  134.45 |  133.33 |  132.22 |  131.14 |  130.07 |  129.02 |  127.99 |   127.48 |  125.98
filet       | carré              | polyester    | militaire    | 5x5        | 3760388670321  |  249.99 |  249.99 |  213.67 |  211.86 |  210.08 |  208.33 |  206.60 |  204.91 |  203.24 |  201.60 |  199.99 |   199.20 |  196.84
filet       | carré              | polyester    | militaire    | 6x6        | 3760388670208  |  359.99 |  359.99 |  307.68 |  305.08 |  302.51 |  299.99 |  297.51 |  295.07 |  292.67 |  290.31 |  287.99 |   286.84 |  283.46
filet       | carré              | polyester    | militaire    | 7x7        | 3760388677979  |  489.99 |  489.99 |  418.79 |  415.25 |  411.76 |  408.33 |  404.95 |  401.63 |  398.37 |  395.15 |  391.99 |   390.43 |  385.82
filet       | carré              | polyester    | militaire    | 8x8        | 3760388679027  |  639.99 |  639.99 |  547.00 |  542.36 |  537.81 |  533.33 |  528.92 |  524.58 |  520.32 |  516.12 |  511.99 |   509.95 |  503.93
filet       | carré              | polyester    | militaire    | 9x9        | 3760388678990  |  809.99 |  809.99 |  692.30 |  686.43 |  680.66 |  674.99 |  669.41 |  663.93 |  658.53 |  653.22 |  647.99 |   645.41 |  637.79
filet       | carré              | polyester    | noir         | 10x10      | 3760388670871  |  999.99 |  999.99 |  854.69 |  847.45 |  840.33 |  833.33 |  826.44 |  819.66 |  813.00 |  806.44 |  799.99 |   796.80 |  787.39
filet       | carré              | polyester    | noir         | 2x2        | 3760388670833  |   49.99 |   49.99 |   42.73 |   42.36 |   42.01 |   41.66 |   41.31 |   40.98 |   40.64 |   40.31 |   39.99 |    39.83 |   39.36
filet       | carré              | polyester    | noir         | 3x3        | 3760388670642  |   89.99 |   89.99 |   76.91 |   76.26 |   75.62 |   74.99 |   74.37 |   73.76 |   73.16 |   72.57 |   71.99 |    71.71 |   70.86
filet       | carré              | polyester    | noir         | 4x4        | 3760388670451  |  159.99 |  159.99 |  136.74 |  135.58 |  134.45 |  133.33 |  132.22 |  131.14 |  130.07 |  129.02 |  127.99 |   127.48 |  125.98
filet       | carré              | polyester    | noir         | 5x5        | 3760388670314  |  249.99 |  249.99 |  213.67 |  211.86 |  210.08 |  208.33 |  206.60 |  204.91 |  203.24 |  201.60 |  199.99 |   199.20 |  196.84
filet       | carré              | polyester    | noir         | 6x6        | 3760388670192  |  359.99 |  359.99 |  307.68 |  305.08 |  302.51 |  299.99 |  297.51 |  295.07 |  292.67 |  290.31 |  287.99 |   286.84 |  283.46
filet       | carré              | polyester    | noir         | 7x7        | 3760388678532  |  489.99 |  489.99 |  418.79 |  415.25 |  411.76 |  408.33 |  404.95 |  401.63 |  398.37 |  395.15 |  391.99 |   390.43 |  385.82
filet       | carré              | polyester    | noir         | 8x8        | 3760388678495  |  639.99 |  639.99 |  547.00 |  542.36 |  537.81 |  533.33 |  528.92 |  524.58 |  520.32 |  516.12 |  511.99 |   509.95 |  503.93
filet       | carré              | polyester    | noir         | 9x9        | 3760388678464  |  809.99 |  809.99 |  692.30 |  686.43 |  680.66 |  674.99 |  669.41 |  663.93 |  658.53 |  653.22 |  647.99 |   645.41 |  637.79
